CATEGORY,K_NAME,E_NAME,LNG,LAT,GU,DONG,K_DESCRIBE,E_DESCRIBE,TEL,IMG_URL
사찰,청량사,Cheongnyangsa Temple,127.0477399,37.5882001,Dongdaemun-gu,Jegi-dong,청량사는 대한불교조계종 직할교구 본사인 조계사의 말사이다. 동국여지승람에는 청량사가 삼각산에 있었다고 기록되어 있다.,"Cheongnyangsa Temple is a branch temple of Jogye Temple, which is the headquarters of the Korean Buddhist Jogye Order. Dongguk Yeoji Seungram records that Cheongnyangsa Temple was located in Samgaksan Mountain.",02-967-2743,
사찰,연화사,Yeonhwasa Temple,127.0503783,37.5942549,Dongdaemun-gu,Hoegi-dong,"서울특별시 동대문구에 있는 조선전기 에 창건된 사찰이다. 연화사(蓮花寺)는 연산군의 어머니 폐비(廢妃) 윤씨의 극락왕생을 발원하기 위해 세운 사찰이다. 절 주변인 천장산(天藏山) 아래에는 윤씨의 무덤이 있었는데, 1504년(연산군 10)에 회릉(懷陵)으로 격상되었다. 그러나 1506년(연산군 10) 중종반정이 일어나 연산군이 폐위되자 회릉은 다시 회묘(懷墓)로 격하되었고 연화사 역시 쇠퇴하게 된다. 18세기 초반에 의릉(懿陵)이 절 인근에 조성되자 연화사는 다시 복구되어 의릉의 원찰로서 기능하였다.","It was built in the early Joseon Period in Dongdaemun-gu, Seoul. Yeonhwasa Temple was built to pray for the birth of the heavenly kingdom of Yun, the mother of Yeonsangun. Yun's tomb was located below Cheonjangsan Mountain near the temple, which was upgraded to Hoerung in 1504 (10th year of Yeonsan County). However, when the reign of King Jungjong occurred in 1506 (10th year of Yeongsan-gun) and Yeonsan-gun was abolished, the Hoerung Tomb was downgraded to Hoemyo, and Yeonhwasa Temple also declined. In the early 18th century, when Uirung was built near the temple, Yeonhwasa Temple was restored and served as the original temple of Uirung.",02-962-6186,
사찰,지장사,Jijangsa Temple,126.9647546,37.4986985,Dongjak-gu,Sadang2-dong,"서울특별시 동작구 동작동, 국립서울현충원 내에 있는 조계종 소속의 사찰이다.","It is a temple belonging to the Jogye Order located within the Seoul National Cemetery in Dongjak-dong, Dongjak-gu, Seoul.",02-814-5257,
사찰,사자암,Sajaam Hermitage,126.936305,37.493775,Dongjak-gu,Sangdo3-dong,서울특별시 동작구 삼성산(三聖山) 국사봉(國師峰)에 있는 조선전기 무학이 창건한 암자이다. 대한불교조계종 직할교구 본사인 조계사(曹溪寺)의 말사이다. 1396년(태조 5) 무학(無學)이 창건했다.,"The hermitage was founded by Muhak of the early Joseon Period in Guksabong Peak of Samseongsan Mountain in Dongjak-gu, Seoul. It is a branch temple of Jogye Temple, the headquarters of the Jogye Order of Korean Buddhism. It was founded by Muhak in 1396 (the 5th year of King Taejo's reign).",02-825-1046,http://encykorea.aks.ac.kr/Contents/GetImage?id=ce3f21cd-1a53-4be2-82e1-8926e2d58c9d&w=260&h=260&fit=w&clip=1
사찰,달마사,Dalmasa Temple,126.9624452,37.4987373,Dongjak-gu,Sadang2-dong,서울시 동작구에 위치하고있는 조계종 소속의 사찰이다.,"It is a temple belonging to the Jogye Order located in Dongjak-gu, Seoul.",02-815-2746,
사찰,옥천암,Okcheonam Hermitage,126.9542463,37.5969852,Seodaemun-gu,Hongeun1-dong,"서울특별시 서대문구 홍지문 부근에 있는 조선후기 명성왕후의 명으로 승려 정관이 관음전을 건립한 암자이다. 대한불교조계종 직할교구 조계사(曹溪寺)의 말사이다. 창건연대 및 창건자는 미상이며, 1868년(고종 5)에 명성황후(明成皇后)의 명으로 정관법사(淨觀法師)가 관음전(觀音殿)을 건립하여 천일기도를 올렸다.","It is a hermitage where the Buddhist monk Jeonggwan built Gwaneumjeon under the orders of Queen Myeongseong of the late Joseon Dynasty near Hongjimun Gate in Seodaemun-gu, Seoul. It is a branch temple of Jogye Temple, a religious district under the direct control of the Korean Buddhist Jogye Order. The founder and founder were unknown. In 1868 (the 5th year of King Gojong's reign), Jeonggwan Beopsa built Gwaneumjeon Hall to pray for the 1,000th day.",02-395-4031,http://encykorea.aks.ac.kr/Contents/GetImage?id=22c56ee0-4d5d-4d1c-a8c5-004be39350ca&w=260&h=260&fit=w&clip=1
사찰,봉원사,Bongwonsa Temple,126.947403,37.5719909,Seodaemun-gu,Sinchon-dong,"서울특별시 서대문구 안산(鞍山)에 있는 남북국시대 통일신라의 승려 도선이 창건한 사찰이다. 한국불교태고종의 본산이다. 889년(진성여왕 3)에 국사 도선(道詵)이 부유한 신도의 집을 희사받아 절을 창건하고 반야사(般若寺)라 하였다. 그 뒤 고려 공민왕 때에 보우(普愚)의 중건으로 대찰의 면모를 갖추었으며, 1396년(태조 5)에는 이 절에 왕의 초상화를 모신 원당(願堂) 반야암을 지어 불교탄압의 영향을 받지 않게 되었다.","The temple was founded by Doseon, a Buddhist monk of the Unified Silla Kingdom, in Ansan, Seodaemun-gu, Seoul. It is the home of the Korean Buddhist Taegojong. In 889 (the 3rd year of Queen Jinseong's reign), Doseon, a national temple, was honored with a wealthy believer's house and built a temple called Banyasa. After that, the temple was built during the reign of King Gongmin of the Goryeo Dynasty, and in 1396 (the 5th year of King Taejo's reign), the temple was not affected by the oppression of Buddhism.",02-392-3007,http://encykorea.aks.ac.kr/Contents/GetImage?id=b55f5a29-d731-47ca-b4ec-e1aa31678299&w=260&h=260&fit=w&clip=1
사찰,대성사,Daeseongsa Temple,127.0466599,37.4735474,Seocho-gu,Seocho3-dong,"서울특별시 서초구 서초동 대성사에 있는 조선 후기의 불상이다. 전체높이 62㎝, 두고(頭高) 21.5㎝, 어깨 너비 28㎝, 무릎 너비 39㎝. 서울특별시 유형문화재 제92호. 전신을 앞으로 약간 숙인 전형적인 조선 후기 목불상이다.","This is a Buddhist statue of the late Joseon Dynasty located in Daeseongsa Temple in Seocho-dong, Seocho-gu, Seoul. Overall height is 62 centimeters, height is 21.5 centimeters, shoulder width is 28 centimeters, and knee width is 39 centimeters. Tangible Cultural Heritage No. 92 of Seoul Metropolitan Government. It is a typical wooden Buddha statue of the late Joseon Dynasty with a slightly lower body.",02-583-1475,http://encykorea.aks.ac.kr/Contents/GetImage?id=b77f7cd2-2256-4d86-88bf-bcc8a1616f43&w=260&h=260&fit=w&clip=1
사찰,미타사,Mitasa Temple,127.016718,37.544823,Seongdong-gu,Oksu-dong,"서울특별시 성동구에 있는 남북국시대 통일신라의 승려 대원이 창건한 사찰이다. 대한불교조계종 직할교구 본사인 조계사(曹溪寺)의 말사이다. 888년(진성여왕 2)대원(大願)이 창건하였으며, 1115년(예종 10)에 봉적(奉寂)과 만보(萬寶) 두 비구니가 지금의 금호동 골짜기에서 종남산(終南山)으로 절을 옮겨 극락전을 창건하였다.","This temple was founded by a Buddhist monk from the Unified Silla Kingdom during the period of the two Koreas in Seongdong-gu, Seoul. It is a branch temple of Jogye Temple, the headquarters of the Jogye Order of Korean Buddhism. It was founded in 888 (the 2nd year of King Jinseong's reign), and in 1115 (the 10th year of King Yejong's reign), two bhikkhuni (the 10th year of King Yejong's reign) moved the temple from the current Geumho-dong valley to Jongnamsan Mountain and established the Geuknakjeon Hall.",02-2297-4578,http://encykorea.aks.ac.kr/Contents/GetImage?id=b39f831b-7646-46c7-a47e-b09b52669b2e&w=260&h=260&fit=w&clip=1
사찰,흥천사,Heungcheonsa Temple,127.0092313,37.5982779,Seongbuk-gu,Donam2-dong,"서울특별시 성북구에 있는 조선전기 제1대 태조의 비인 신덕왕후 강씨의 명복을 빌기위해 창건된 사찰이다. 대한불교조계종 직할교구 조계사(曹溪寺)의 말사이다. 1395년(태조 4) 신덕왕후 강씨(神德王后康氏)가 죽자 1396년 능지(陵地)를 정릉(貞陵)에 정하여 조영(造營)하고, 그 원당(願堂)으로 능 동쪽에 170여 칸의 절을 세워 흥천사라 칭하였으며, 조계종의 본산(本山)으로 삼았다. 초창기 이 절은 좌선(坐禪)을 하는 것으로 항규를 삼았다.","This temple was built in Seongbuk-gu, Seoul to pray for the repose of Queen Sindeok Kang, the tombstone of King Taejo of the Joseon Dynasty. It is a branch temple of Jogye Temple, a religious district under the direct control of the Korean Buddhist Jogye Order. In 1395 (the 4th year of King Taejo's reign), after the death of Queen Gang of Sindeok, the Neungji was designated as Jeongneung in 1396 and a 170-kan temple was built east of the tomb to be called Heungcheonsa Temple, and the main mountain of the Jogye Order. In the early days, this temple was used as a left-wing temple.",02-929-6611,http://encykorea.aks.ac.kr/Contents/GetImage?id=11822da3-5e04-4cc5-bcb5-ddfda06e89cd&w=260&h=260&fit=w&clip=1
사찰,적조사,Jeokjosa Temple,127.0074102,37.5983648,Seongbuk-gu,Donam2-dong,서울 성북구 돈암동의 흥천사 주지를 지낸 성혜 스님이 지난 1849년에 세운 사찰이다. 적조사는 창건 당시 흥천사의 산내암자였지만 지난 1958년 경산 스님이 주지로 부임하면서 흥천사와 분리됐다.,"The temple was built in 1849 by monk Seonghye, who served as the chief monk of Heungcheonsa Temple in Donam-dong, Seongbuk-gu, Seoul. Jeokjosa Temple was a mountain hermitage of Heungcheonsa Temple at the time of its foundation, but was separated from Heungcheonsa Temple in 1958 when a monk named Gyeongsan became the chief monk.",02-924-5362,http://news.bbsi.co.kr/news/photo/201503/683678_5621_5446.jpg
사찰,미타사,Mitasa Temple,127.0161295,37.5852177,Seongbuk-gu,Samseon-dong,"서울특별시 성북구에 있는 고려전기 승려 혜거국사가 창건한 사찰이다. 대한불교조계종 직할교구 본사인 조계사(曹溪寺)의 말사이다. 950년(광종 1)혜거(慧居) 국사가 창건하였다. 1047년(문종 1) 오층석탑이 조성되었고, 1314년(충숙왕 1)혜감(慧鑑) 국사만항(萬沆)이 중수하였다.","This temple was founded by State Preceptor Hyegeo of Goryeo Dynasty in Seongbuk-gu, Seoul. It is a branch temple of Jogye Temple, the headquarters of the Jogye Order of Korean Buddhism. It was founded by National Preceptor Hyegeo in 950 (the 1st year of King Gwangjong's reign). The Five-story Stone Pagoda was constructed in 1047 (the 1st year of King Munjong's reign), and was reconstructed by the 1st year of King Chungsuk's reign (the 1st year of King Chungsuk's reign)",02-925-0435,http://encykorea.aks.ac.kr/Contents/GetImage?id=ceaa1c9c-f2ab-40f4-ad08-a4ab4b0a0b62&w=260&h=260&fit=w&clip=1
사찰,보문사,Bomunsa Temple,127.0159375,37.5844222,Seongbuk-gu,Bomun-dong,"서울특별시 성북구에 있는 고려전기 승려 담진이 창건한 사찰이다. 대한불교보문종의 총본산이다. 1115년(예종 10)에 담진(曇眞)이 비구니의 수련장으로 창건하였다. 창건 당시에는 조그만 암자로, 탑골에 있었으므로 탑골 승방이라 하였다. 그 뒤 1692년(숙종 18)에 대웅전을 개축하는 등 수차례 중수를 하였으며, 1945년부터 비구니 은영(恩榮)이 주지로 취임하면서 절을 크게 중창하였다. 원래는 조계종 산하의 소속 사찰이었으나 1972년 독립하여 보문종을 창종하고 보문종의 본산이 되었는데, 현재 그 규모면에서 굴지의 거찰(巨刹)이 되었다.","This temple was founded by Damjin, a Buddhist monk of the Goryeo Dynasty, in Seongbuk-gu, Seoul. It is the headquarters of the Korean Buddhist Order. In 1115 (the 10th year of King Yejong's reign), Damjin was founded as a training center in Bikuni. At the time of its foundation, it was called Tapgol Seungbang because it was located in Tapgol, a small hermitage. The temple was reconstructed several times in 1692 (the 18th year of King Sukjong's reign), including the reconstruction of Daeungjeon Hall, and the temple was reconstructed in 1945 when Eunyeong Bikkhuni took office as the main governor. Originally, the temple belonged to the Jogye Order, but it became the main temple of Bomunjong after its independence in 1972. It is now the leading temple in terms of its size.",02-928-3797,http://encykorea.aks.ac.kr/Contents/GetImage?id=2187b8c4-0cb8-4fa3-9618-4f06159b1f44&w=260&h=260&fit=w&clip=1
사찰,정법사,Jeongbeobsa Temple,126.9910228,37.6017252,Seongbuk-gu,Seongbuk-dong,서울특별시 성북구 성북2동 330-76 에 있는 선학원 소속 사찰이다.,"It is a temple belonging to Seonhakwon located in 330-76 Seongbuk 2-dong, Seongbuk-gu, Seoul.",02-762-0774,
사찰,개운사,Gaeunsa Temple,127.0281116,37.5900323,Seongbuk-gu,Dongseon-dong,"서울특별시 성북구 안암산(安巖山)에 있는 조선전기 승려 무학대사 자초가 창건한 사찰이다. 대한불교조계종 직할교구 조계사의 말사이다. 1396년(태조 5) 무학(無學)이 현재 위치의 근처에 창건하여 영도사(永導寺)라고 하였으며, 1779년(정조 3)정조의 후궁인 홍빈(洪嬪)의 묘 명인원(明仁園)이 절 옆에 들어서자 인파(仁波)가 지금의 자리로 옮기고 개운사라 개명하였다.","This temple was founded by Jacho, a Buddhist monk of the early Joseon Dynasty, in Anamsan Mountain, Seongbuk-gu, Seoul. It is a branch temple of Jogyesa Temple, a religious district under the direct control of the Korean Buddhist Order. In 1396 (the 5th year of King Taejo's reign), Muhak founded it near its current location and called it Yeongdosa Temple. In 1779, when Myeonginwon, the tomb of Hongbin, the concubine of King Jeongjo, entered the temple next to it, the people moved to where it is and renamed Gaeunsa.",02-926-4069,http://encykorea.aks.ac.kr/Contents/GetImage?id=b7212a6c-1eb1-4f2d-8f80-80f159268a4e&w=260&h=260&fit=w&clip=1
사찰,봉국사,Bongguksa Temple,127.0059102,37.6051695,Seongbuk-gu,Jeongneung2-dong,"서울특별시 성북구에 있는 조선전기 승려 무학대사 자초 창건한 사찰이다. 1395년(태조 4)에 무학대사(無學大師)가 조선의 무궁한 발전을 기원하기 위하여 창건하였다. 창건 당시 무학은 약사여래(藥師如來)를 봉안하고 약사사(藥師寺)라고 하였다. 1468년(세조 14)에는 사승(寺僧)들이 중건하였고, 1882년(고종 19)에 임오군란으로 불탄 것을 이듬해 청계(淸溪)와 덕운(德雲)이 중창하였다.","This temple was built by Muhak, a Buddhist monk of the Joseon Dynasty, in Seongbuk-gu, Seoul. In 1395 (the 4th year of King Taejo's reign), Muhak was founded to pray for the eternal development of Joseon. At the time of its foundation, Muhak enshrined Yaksa Yeorae and called it Yaksa Temple. In 1468 (the 14th year of King Sejo's reign), the monks were reconstructed, and in 1882 (the 19th year of King Gojong's reign), the Imo-gun Rebellion was burned down and Cheonggye and Deokun reconstructed the following year.",02-919-0211,http://encykorea.aks.ac.kr/Contents/GetImage?id=72f7f308-c594-4159-9eaf-718f1e9ff537&w=260&h=260&fit=w&clip=1
사찰,경국사,Gyeongguksa Temple,127.0045638,37.6146027,Seongbuk-gu,Jeongneung3-dong,"서울특별시 성북구 삼각산(三角山)에 있는 고려후기 율사 정자가 창건한 사찰이다. 대한불교조계종 직할교구본사 조계사(曹溪寺)의 말사(末寺)이다. 1325년(충숙왕 12) 율사 정자(淨慈)가 창건하여 청암사(靑巖寺)라 하였고, 1330년경 무기(無寄)가 머물면서 천태종(天台宗)의 교풍을 크게 떨쳤으며, 1331년 거사 채홍철(蔡洪哲)이 선방을 증축하여 선승들의 수도를 적극 후원하였다.","This temple was built by a pavilion of Yulsa during the late Goryeo Dynasty in Samgaksan Mountain, Seongbuk-gu, Seoul. This is the word of Jogye Temple, the head office of the Jogye Order of Korean Buddhism. In 1325 (the 12th year of King Chungsuk's reign), the pavilion of Yulsa Temple was founded and called Cheongamsa Temple. In 1330, Mujang stayed and greatly influenced the style of Cheontaejong. In 1331, Chae Hong-cheol, a geosa, extended the capital of Seonbang and actively supported the capital of the capital.",02-914-5447,http://encykorea.aks.ac.kr/Contents/GetImage?id=4fb792eb-65b9-4e4a-b967-aa64e07c52eb&w=260&h=260&fit=w&clip=1
사찰,내원사,Naewonsa Temple,126.9943973,37.6264855,Seongbuk-gu,Jeongneung4-dong,"내원사는 북한산 자락에 자리하고 있는 수많은 사찰 가운데 하나로, 정릉 골짜기를 지나 1km 정도 오르면 멀리 목멱산을 바라다 보이는 곳에 자리하고 있다. 언제 누가 창건했는지는 정확하게 밝혀지지 않고 있다. 역사적으로 내원사의 존재를 밝혀주는 것은 현재로서는 김정호가 제작한 「수선전도(首善全圖)」와 1859년(철종 10) 만들어져 사찰에 전하는『백의대사불도(白衣大士佛圖)』라는 목판이 유일하다.","Naewonsa Temple is one of the numerous temples located at the foot of Bukhansan Mountain, and is located at a place where you can see Mokmyeoksan Mountain from a distance of about a kilometer up the Jeongneung Valley. It is not known exactly when or who founded it. Historically, the only wooden tablets that reveal the existence of Naewonsa Temple are the ""Suseonjeon"" produced by Kim Jeong-ho and the ""Baekui Buddhist Monk"" produced by King Cheoljong in 1859 (the 10th year of King Cheoljong's reign).",02-941-2011,http://tong.visitkorea.or.kr/cms/resource/34/2360934_image2_1.jpg
사찰,수국사,Suguksa Temple,126.905059,37.615944,Eunpyeong-gu,Galhyeon2-dong,서울특별시 은평구 삼각산(三角山)에 있는 조선전기 제7대 세조의 명으로 창건한 사찰이다. 대한불교조계종 직할교구 본사인 조계사(曹溪寺)의 말사이다.,"The temple was founded by the 7th King Sejo of the Joseon Dynasty in Samgaksan Mountain, Eunpyeong-gu, Seoul. It is a branch temple of Jogye Temple, the headquarters of the Jogye Order of Korean Buddhism.",02-356-2001,http://encykorea.aks.ac.kr/Contents/GetImage?id=cd49f0d8-e701-42be-a4b5-2ea1ae541de1&w=260&h=260&fit=w&clip=1
사찰,진관사,jingwansa Temple,126.9466088,37.6381361,Eunpyeong-gu,Galhyeon1-dong,서울특별시 은평구 북한산(北漢山)에 있는 고려전기 제8대 현종이 승려 진관대사를 위해 창건한 사찰이다. 대한불교조계종 제1교구 본사인 조계사(曹溪寺)의 말사이다. 고려 현종이 진관대사를 위하여 진관사를 창건하였다.,"The eighth Hyeonjong of the Goryeo Dynasty, located on Bukhansan Mountain in Eunpyeong-gu, Seoul, was founded for Jingwan, a Buddhist monk. It is a branch temple of Jogye Temple, the headquarters of the first diocese of the Korean Buddhist Jogye Order. Hyeonjong of Goryeo founded Jingwansa Temple for Jingwansa.",02-359-8410,http://encykorea.aks.ac.kr/Contents/GetImage?id=14e30e1e-759d-4f8c-8268-fb99b7ad6663&w=260&h=260&fit=w&clip=1
사찰,삼천사,Samcheonsa Temple,126.9524592,37.6422631,Eunpyeong-gu,Nokbeon-dong,"서울특별시 은평구 북한산(北漢山)에 있는 남북국시대 통일신라의 승려 원효가 창건한 사찰이다. 신라시대 원효(元曉)가 흥국사(興國寺) 등과 함께 창건한 절이라 하나, 그 뒤 중창 및 중수의 역사는 전하지 않고 있다.","This temple was built by Wonhyo, a Buddhist monk from the Unified Silla Kingdom of the two Koreas, located on Bukhansan Mountain in Eunpyeong-gu, Seoul. Although Wonhyo built the temple with Heungguksa Temple during the Silla Dynasty, the history of Jungchang and Jungsu has not been reported since then.",02-353-3004,http://encykorea.aks.ac.kr/Contents/GetImage?id=e1f220a0-ccd8-440f-acac-b414ac5d5907&w=260&h=260&fit=w&clip=1
사찰,용암사,Yongamsa Temple,126.9552281,37.651162,Eunpyeong-gu,Jingwan-dong,서울시 은평구 진관내동 산 51번지 북한산 자락에 자리한 대한불교 조계종 선학원 사찰이다.,"The temple is located at the foot of Bukhansan Mountain at 51 Mount Bukhan in Jingwannae-dong, Eunpyeong-gu, Seoul.",02-387-3216,
사찰,조계사,Jogyesa Temple,126.9826498,37.5743716,Jongno-gu,Jongno1.2.3.4ga-dong,서울특별시 종로구에 있는 일제강점기 에 창건된 사찰이다. 대한불교조계종의 총무원과 종회사무처(宗會事務處)가 본부를 두고 있는 포교전법도량(布敎傳法道場)으로 대한불교 조계종의 직할교구 본사이다.,"It is a temple founded in Japanese colonial era in Jongno-gu, Seoul. This is the headquarters of the Jogye Order of Korean Buddhism, which is headquartered by the General Affairs of the Jogye Order and the Secretariat of the Korean Buddhist Order.",02-768-8600,http://encykorea.aks.ac.kr/Contents/GetImage?id=d804ef70-9ffa-46f5-85f9-8d776da5fced&w=260&h=260&fit=w&clip=1
사찰,금선사,Geumseonsa Temple,126.9533792,37.6205778,Jongno-gu,Pyeongchang-dong,북한산국립공원 남서쪽 산기슭에 위치한 사찰이다.,It is a temple located at the foot of a mountain southwest of Bukhansan National Park.,02-395-9911,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/%EA%B8%88%EC%84%A0%EC%82%AC1.jpg/272px-%EA%B8%88%EC%84%A0%EC%82%AC1.jpg
사찰,승가사,Seunggasa Temple,126.9726071,37.6312768,Jongno-gu,Pyeongchang-dong,서울특별시 종로구 북한산(北漢山)에 있는 남북국시대 통일신라의 승려 수태가 창건한 사찰이다. 대한불교조계종 직할교구 본사인 조계사(曹溪寺)의 말사이다. 756년(경덕왕 15)에 수태(秀台)가 창건하여 당나라 고종 때 장안 천복사(薦福寺)에서 대중을 교화하면서 생불(生佛)로 지칭되었던 승가(僧伽)를 사모하는 뜻에서 승가사라 하였다.,"This temple was built by Sutae, a Buddhist monk from the Unified Silla Kingdom, in Bukhansan Mountain, Jongno-gu, Seoul. It is a branch temple of Jogye Temple, the headquarters of the Jogye Order of Korean Buddhism. It was founded in 756 (the 15th year of King Gyeongdeok's reign) by King Sutai and was called Seunggasa in the sense of love for Seungga, which was referred to as ""saengbul"" when it was cultivated by the public at Cheonboksa Temple in Jangan during the reign of King Gojong of the Tang Dynasty.",02-379-2996,http://encykorea.aks.ac.kr/Contents/GetImage?id=43c73c9f-35e0-4fb8-8d84-d6de1ee31387&w=260&h=260&fit=w&clip=1
사찰,문수사,Munsusa Temple,126.9726031,37.6312799,Jongno-gu,Pyeongchang-dong,"서울특별시 종로구 삼각산(三角山)에 있는 고려전기 승려 탄연이 창건한 사찰이다. 대한불교조계종 직할교구 본사인 조계사의 말사이다. 1109년(예종 4) 탄연(坦然)이 창건하였고, 1451년(문종 1) 연창공주(延昌公主)가 중창하였으며, 그 뒤 여러 차례의 중수를 거듭해오다 6·25전쟁 때 소실되었다. 현재의 절은 1957년 신수(信洙)가 중건하였으며, 1985년 혜정(慧淨)이 삼성각을 중수하였다. 당우로는 대웅전·응진전(應眞殿)·산신각·요사채 등이 있다. 이 절은 원래 오백나한(五百羅漢)을 모신 기도처로서 유명하다.","This temple was founded by Tanyeon, a Buddhist monk of Goryeo, in Samgaksan Mountain, Jongno-gu, Seoul. It is a branch temple of Jogye Temple, the head office of the Jogye Order of Korean Buddhism. It was founded by Tanyeon in 1109 (the 4th year of King Yejong's reign), and was reconstructed by Princess Yechang in 1451, and was destroyed during the Korean War after several heavy repairs. The current temple was reconstructed by Shinsu in 1957 and was reconstructed by Hyejeong in 1985. Dangwoo includes Daeungjeon Hall, Eungjinjeon Hall, Sanshingak Pavilion, and Yosachae. This temple was originally famous as a prayer house for 500 Na-han.",02-391-2062,http://encykorea.aks.ac.kr/Contents/GetImage?id=ba23522a-0511-4c9e-8b72-bf4c91421c75&w=260&h=260&fit=w&clip=1
사찰,인왕사,Inwangsa Temple,126.9726071,37.6312768,Jongno-gu,Muak-dong,"서울특별시 종로구 인왕산(仁王山)에 있는 조선전기 호국도량으로 창건된 사찰이다. 조선을 건국한 태조가 한양에 도읍을 정한 후 경복궁을 수호하는 호국도량(護國道場)으로서 인왕사(仁旺寺)를 창건했다고 전한다. 절은 임진왜란과 병자호란을 거치면서 소실되었다. 이후 오랫동안 방치되다가 일제강점기인 1912년 박선묵이 선암정사(禪巖精舍, 현 본원정사)를 세우면서 이 절을 중창하였다. 1914년에 탄옹이 인근에 대원암(大願庵)을 세웠고, 1924년에는 자인이 안일암(安逸庵)을 지었다. 이어 1927년에는 춘담이 극락전을 세우고 1930년에는 묘법이 치성당을 신축하는 등 1930년경에 이르면 10여 개의 암자가 모이며 군락을 형성하게 되었다. 1942년에 분리된 여러 개의 암자를 통합하여 다시 ‘인왕사’라 칭하고 봉은사(奉恩寺)의 말사로 등록하였다.","The temple was built in Inwangsan Mountain, Jongno-gu, Seoul, as the Hogukdo River during the early Joseon Period. It is said that King Taejo, the founder of Joseon Dynasty, established Inwangsa Temple as a site for protecting Gyeongbokgung Palace after establishing a capital in Hanyang. The temple was destroyed during the Japanese Invasion of Korea in 1592 and the Manchu Invasion of Korea. After being neglected for a long time, Park Seon-muk built Seonamjeongsa Temple (currently Bonwonjeongsa) in 1912 and reconstructed this temple. Daewonam was built near Tanong in 1914, and Zain built Anilam in 1924. In 1927, Chundam built the Geungnakjeon Hall in 1927 and the Chiseongdang Shrine was built in 1930. About 10 hermitages gathered to form a colony. In 1942, several hermitages separated from each other were called 'Inwangsa' and were registered as a branch of Bongeunsa Temple.",02-737-4434,
사찰,대각사,Daegaksa Temple,126.9918747,37.5736214,Jongno-gu,Jongno1.2.3.4ga-dong,서울특별시 종로구 봉익동 2에 있는 조계종 소속 사찰이다.,"It is a temple belonging to the Jogye Order located in Bongik-dong 2, Jongno-gu, Seoul.",02-765-0972,
사찰,청룡사,Cheongryongsa Temple,127.0165765,37.5798117,Jongno-gu,Sungin1-dong,"서울특별시 종로구에 있는 고려전기 승려 도선국사의 유언으로 창건되었다고 전하는 사찰이다. 청룡사(靑龍寺)는 서울특별시 종로구 동망산길(현재 숭인동)에 위치한 절로, 고려 태조 때 도선국사의 유언에 의해 창건되었다. 이 사찰은 한양의 외청룡 산등성이에 지어져서 ‘청룡사’라 불렸지만, 그 건립 연혁에 관해서는 정확히 전해지는 것이 없다.","It is said to have been founded by the will of State Preceptor Doseon of Goryeo Dynasty in Jongno-gu, Seoul. Cheongnyongsa Temple is a temple located in Dongmangsan-gil (currently Sungin-dong) in Jongno-gu, Seoul, and was founded by Doseon State Preceptor Doseon during the reign of King Taejo of the Goryeo Dynasty. This temple was built on the ridge of Oecheongryong Mountain in Hanyang and was called 'Cheongryongsa', but nothing is known about its history.",02-763-4031,http://encykorea.aks.ac.kr/Contents/GetImage?id=04f0da4e-3d3c-4337-8983-1876f7d98401&w=260&h=260&fit=w&clip=1
사찰,묘각사,Myogaksa Temple,127.0187431,37.5754233,Jongno-gu,Sungin1-dong,"서울특별시 종로구 낙산(駱山)에 있는 일제강점기 이홍선이 창건한 사찰이다. 대한불교관음종(大韓佛敎觀音宗)의 총본산이다. 대한불교관음종은 처음 대한불교불입종(大韓佛敎佛入宗)이었는데 1988년에 명칭 변경하고, 1989년 1월 재단법인 대한불교관음종으로 설립되었다. 1942년 5월 이홍선(李泓宣)이 창건하였고, 그 뒤 두 차례의 증축을 하였다.","This temple was founded by Lee Hong-sun of Japanese colonial era in Naksan, Jongno-gu, Seoul. It is the headquarters of the Korean Buddhism Gwaneumjong. The Daehan Buddhist Gwan Eumjong was first known as the Daehan Buddhist Bell, which was renamed in 1988 and was established as the Daehan Buddhist Gwan Eumjong, a foundation, in January 1989. It was founded by Yi Hong-sun in May 1942, and has since been rebuilt twice.",02-763-3345,http://encykorea.aks.ac.kr/Contents/GetImage?id=3315341a-dd0b-4391-bdaa-488c64b64081&w=260&h=260&fit=w&clip=1
사찰,감로암,Gamnoam Hermitage,127.008611,37.5755469,Jongno-gu,Jongno5.6ga-dong,서울특별시 종로구 충신동 15번지에 있는 조계종 소속 사찰이다.,"It is a temple belonging to the Jogye Order located at 15 Chungshin-dong, Jongno-gu, Seoul.",02-762-5861,
